categoria,probabilidade,recomendacoes,consumo_estimado_kwh,custo_estimado_mensal,id_cliente
Moderado,0.74,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",1585.8,1189.35,115
Ineficiente,0.67,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",3128.12,2346.09,116
Eficiente,0.73,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",416.04,312.03,117
Ineficiente,0.65,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",9296.37,6972.28,118
Moderado,0.57,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1738.54,1303.91,119
Moderado,0.83,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",1464.93,1098.69,120
Eficiente,0.83,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",3576.67,2682.5,121
Moderado,0.59,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Industrial': Distribua o uso do maquinário ao longo do dia -- evite concentrar em horário de ponta (17h30-20h30).""]",11059.04,8294.28,122
Moderado,0.47,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",4329.09,3246.82,123
Ineficiente,0.44,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",9036.85,6777.63,124
Eficiente,0.78,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",3292.16,2469.12,125
Eficiente,0.84,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",177.06,132.8,126
Eficiente,0.78,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Entretenimento': Evite deixar TV e videogame em modo standby por longos períodos.""]",80.21,60.16,127
Moderado,0.49,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1586.28,1189.71,128
Moderado,0.54,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",4407.87,3305.9,129
Eficiente,0.8,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",563.04,422.28,130
Eficiente,0.75,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",2700.86,2025.64,131
Eficiente,0.83,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",131.02,98.27,132
Moderado,0.56,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1188.56,891.42,133
Eficiente,0.61,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1674.56,1255.92,134
Ineficiente,0.76,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",9560.29,7170.22,135
Eficiente,0.77,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",376.8,282.6,136
Moderado,0.34,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",7396.46,5547.34,137
Ineficiente,0.5,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",4004.14,3003.1,138
Moderado,0.79,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",2627.29,1970.47,139
Moderado,0.64,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",3543.62,2657.71,140
Eficiente,0.62,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Iluminacao': Troque lâmpadas convencionais por LED, que consomem bem menos.""]",2541.8,1906.35,141
Moderado,0.51,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",975.57,731.68,142
Moderado,0.4,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",3228.96,2421.72,143
Eficiente,0.48,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1923.61,1442.71,144
Ineficiente,0.81,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",6973.53,5230.15,145
Moderado,0.59,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",4480.68,3360.51,146
Eficiente,0.68,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",3399.0,2549.25,147
Eficiente,0.77,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",1804.94,1353.7,148
Ineficiente,0.44,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",7054.66,5291.0,149
Ineficiente,0.73,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",8888.74,6666.56,150
Moderado,0.56,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",5623.79,4217.84,151
Ineficiente,0.62,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",7973.41,5980.05,152
Ineficiente,0.67,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",8887.68,6665.76,153
Eficiente,0.78,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Entretenimento': Evite deixar TV e videogame em modo standby por longos períodos.""]",674.84,506.13,154
Moderado,0.53,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Iluminacao': Troque lâmpadas convencionais por LED, que consomem bem menos.""]",6496.43,4872.32,155
Ineficiente,0.48,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Iluminacao': Troque lâmpadas convencionais por LED, que consomem bem menos.""]",6636.78,4977.59,156
Ineficiente,0.67,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",5026.65,3769.99,157
Moderado,0.46,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",3938.0,2953.5,158
Eficiente,0.8,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Iluminacao': Troque lâmpadas convencionais por LED, que consomem bem menos.""]",1185.56,889.17,159
Ineficiente,0.53,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",5185.1,3888.82,160
Eficiente,0.86,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",1432.15,1074.11,161
Eficiente,0.8,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1434.74,1076.05,162
Moderado,0.54,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",4439.32,3329.49,163
Eficiente,0.48,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",2234.52,1675.89,164
Moderado,0.5,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Banheiro': Reduza o tempo de banho e evite usar o chuveiro elétrico na potência máxima, especialmente entre 17h30-20h30.""]",1966.82,1475.11,165
Moderado,0.46,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Iluminacao': Troque lâmpadas convencionais por LED, que consomem bem menos.""]",2593.55,1945.16,166
Eficiente,0.39,"['Parabéns! Seu consumo está dentro do esperado para o seu perfil. Continue assim.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",8995.01,6746.26,167
Moderado,0.78,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1908.83,1431.62,168
Moderado,0.79,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1523.86,1142.9,169
Moderado,0.57,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",3940.2,2955.15,170
Ineficiente,0.56,"['Seu consumo está acima do esperado para o seu tipo de imóvel -- dá pra economizar bastante.', ""Sua maior fonte de consumo é 'TI': Desligue computadores e servidores quando não estiverem em uso.""]",10656.23,7992.17,171
Moderado,0.6,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Industrial': Distribua o uso do maquinário ao longo do dia -- evite concentrar em horário de ponta (17h30-20h30).""]",12916.71,9687.53,172
Moderado,0.52,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Climatizacao': Ajuste o ar-condicionado para 23-24°C e evite deixá-lo ligado sem necessidade.""]",4429.8,3322.35,173
Moderado,0.76,"['Seu consumo está na média do seu perfil, mas ainda há espaço pra economizar.', ""Sua maior fonte de consumo é 'Cozinha': Concentre o uso de forno elétrico/airfryer fora do horário de ponta da Light (17h30-20h30).""]",1022.89,767.17,174
